column2,column3,column4,column5,column6,column7,column8,column9
Dollar Tree Stores,Local business,7,35.175782,-106.556401,,,
SIPI Phi Theta Kappa,Non-profit organization,7,35.176251,-106.670835,,,
All Tech Service Company Inc.,Local business,7,35.181923,-106.62044,,,
David Wilson Design,Small business,7,35.183736,-106.495246,,,
Sallys Beauty Supply,Local business,7,35.1874131,-106.661868,,,
Claire's Boutiques,Local business,7,35.19609,-106.65879,,,
AutoZone,Local business,7,35.202561,-106.648497,,,
Sportsclips,Local business,7,35.20908986,-106.6528318,,,
Ten-82,Non-profit organization,7,35.212111,-106.652358,,,
Northwest Rio Grande Soccer League,Local business,7,35.224613,-106.614854,,,
TJ's Evergreen Herbal Market,Local business,7,35.235688,-106.656163,,,
Climbing Tree Therapy Inc,Health/medical/pharmacy,6,35.055368,-106.622725,,,
UNM GEO Activities,University,6,35.063396,-106.626285,,,
Singing Arrow Community Center,Local business,6,35.063951,-106.500354,,,
Luxury Vigas & Patios,Local business,6,35.064434,-106.645868,,,
Geos Cell Phones in Indoor Mercado on Bridge and Goff,Local business,6,35.06648,-106.64293,,,
Dawn's Delight Hot Air Balloon,Tours/sightseeing,6,35.06771116,-106.4982483,,,
New Mexico State Government Cultural Affairs Department,Local business,6,35.067842,-106.654933,,,
Valet Cleaners,Local business,6,35.068063,-106.498684,,,
Cato,Local business,6,35.068099,-106.501332,,,
YGP Photography & Design,Small business,6,35.068294,-106.537122,,,
Carmen's Cuts,Spas/beauty/personal care,6,35.069731,-106.568492,,,
Breast Cancer Resource Center,Non-profit organization,6,35.069925,-106.634188,,,
Hock It To Me Pawn,Shopping/retail,6,35.069992,-106.568494,,,
Living Fitness,Local business,6,35.070739,-106.718976,,,
Church's Chicken,Local business,6,35.071425,-106.533766,,,
Brillon Brothers Car Wash and Emission Testing,Automotive,6,35.072109,-106.550041,,,
La Puerta Motor Lodge,Local business,6,35.07236,-106.540081,,,
Palm Harbor Homes,Local business,6,35.072496,-106.534108,,,
Tiger Lily Acupuncture and Oriental Medicine,Health/medical/pharmacy,6,35.073453,-106.617887,,,
Sun City Motors,Automobiles and parts,6,35.073725,-106.552876,,,
Japanese Acupuncture Center,Local business,6,35.07374298,-106.595473,,,
Cricket Wireless,Local business,6,35.074613,-106.586771,,,
Old Santa Fe Trail Beef Jerky,Food/grocery,6,35.074866,-106.563889,,,
Santa Fe Railway Shops,Landmark,6,35.075,-106.65,,,
Central Pharmacy,Health/medical/pharmacy,6,35.075057,-106.565415,,,
One Stop Auto Care,Automotive,6,35.07557,-106.532762,,,
Duke City Wireless,Local business,6,35.075757,-106.570553,,,
Joeysbarbershop,Health/beauty,6,35.076222,-106.698173,,,
Orange Nation,Local business,6,35.076521,-106.581374,,,
Ruff Ruff Doggie Sitting,Pet services,6,35.076577,-106.525588,,,
Mel Music,Local business,6,35.076742,-106.652541,,,
North West Auto Sales Llc.,Automotive,6,35.077418,-106.579885,,,
New Mexico Federation of Labor AFLCIO,Local business,6,35.078277,-106.581532,,,
Winstonfoto.com,Professional services,6,35.078417,-106.598521,,,
Guicho's Restaurant,Local business,6,35.078662,-106.591114,,,
The Fragrant Leaf,Food/grocery,6,35.079228,-106.609186,,,
GuitarVista,Local business,6,35.079247,-106.60991,,,
Joanie & Arts BBQ,Food/grocery,6,35.07929194,-106.6070478,,,
Alterations by Kathy,Local business,6,35.079518,-106.568219,,,
Income Tax Information State,Local business,6,35.079549,-106.58554,,,
Saggios!:D Mmmm... Fried Ravioli:),Local business,6,35.08055673,-106.6199665,,,
Fei Health Cafe,Restaurant/cafe,6,35.080675,-106.623006,,,
Law Office of Meredith Baker LLC,Professional services,6,35.080685,-106.6097,,,
House of Covers,Local business,6,35.081231,-106.611059,,,
Villa De San Felipe,Real estate,6,35.08126,-106.65493,,,
Carlo's Shave Parlor & Barber Lounge,Spas/beauty/personal care,6,35.081408,-106.628527,,,
UNM Women's Tennis Team,Local business,6,35.08159,-106.62687,,,
Cyber Quest,Local business,6,35.08160949,-106.7083115,,,
Bessie's,Event planning/event services,6,35.081785,-106.698139,,,
City Treats Parties,Event planning/event services,6,35.082357,-106.550705,,,
Gold Avenue Corridor,Community organization,6,35.08316636,-106.650191,,,
Supportive Housing Coalition of New Mexico,Non-profit organization,6,35.083223,-106.654906,,,
UNM Veterans Resource Center,University,6,35.0832258,-106.6199967,,,
New Mexico Foundation for Open Government,Non-profit organization,6,35.083254,-106.648487,,,
Casa De Palomas,Local business,6,35.083297,-106.582408,,,
UNM Relay for Life,Non-profit organization,6,35.08331282,-106.6150771,,,
Pop A Lock of Albuquerque,Business services,6,35.083733,-106.654439,,,
Zia Tres Apartments,Local business,6,35.083927,-106.591419,,,
Mercado,Local business,6,35.08407913,-106.6202188,,,
Almas de Amistad - Amity Foundation,Non-profit organization,6,35.084171,-106.654497,,,
ROCKY MOUNTAIN MOTOR CO.,Automotive,6,35.085483,-106.515672,,,
Texaco Albuquerque,Local business,6,35.086395,-106.515529,,,
La Provence,Local business,6,35.08644025,-106.6052637,,,
Nice Cars for Good People,Automotive,6,35.086865,-106.560409,,,
Union of Messianic Believers,Organization,6,35.086997,-106.593351,,,
Shedden Pilates,Sports/recreation/activities,6,35.087116,-106.597497,,,
Parkview Barber Shop,Local business,6,35.087173,-106.605687,,,
Pure Nutrition Club,Club,6,35.088073,-106.703302,,,
UNM Med Lab Sciences Student Society,Organization,6,35.090486,-106.617298,,,
UNM Employee Occupational Health Services,Local business,6,35.09074,-106.61867,,,
Erlinda Ocampo Johnson,Local business,6,35.092297,-106.657656,,,
Albuquerque North Campus Neighborhood Association,Community organization,6,35.092565,-106.615008,,,
Julie's Hair Studio,Local business,6,35.094463,-106.605214,,,
Factory Express,Shopping/retail,6,35.094971,-106.605516,,,
El Don Motel,Local business,6,35.095032,-106.674315,,,
The Chili Patch Usa,Local business,6,35.09586882,-106.6694155,,,
Merchants of Old Town,Shopping/retail,6,35.096464,-106.670508,,,
The Wild Rose,Shopping/retail,6,35.096969,-106.670639,,,
Art Tafoya Studio,Local business,6,35.097324,-106.669083,,,
Agape Southwest Pueblo Pottery,Museum/art gallery,6,35.097659,-106.670146,,,
Passion for Fashion Resale Boutique,Shopping/retail,6,35.09808,-106.51593,,,
Chinese Natural Healing Clinic,Local business,6,35.100143,-106.533366,,,
Patriot Watercraft,Sports/recreation/activities,6,35.10069,-106.552159,,,
The Pie Shack Pizza Salads & Subs,Local business,6,35.101001,-106.532518,,,
Warren Properties,Local business,6,35.101124,-106.574824,,,
Sawmill Artisan Community,Arts/entertainment/nightlife,6,35.101561,-106.663215,,,
Waddell & Reed,Local business,6,35.102512,-106.574931,,,
Fidelity,Local business,6,35.102808,-106.569866,,,
Suzanne's A Full Service Salon & Gift Shop,Spas/beauty/personal care,6,35.103576,-106.515998,,,
Matheson Tri-Gas,Local business,6,35.103857,-106.645132,,,
Craig T Steichen DDS,Health/medical/pharmacy,6,35.105713,-106.565097,,,
New Mexico Mambas,Sports/recreation/activities,6,35.10601604,-106.6884039,,,
Subway on Prospect and San Mateo,Restaurant/cafe,6,35.106577,-106.587736,,,
Zia Chiropractic Abq,Hospital/clinic,6,35.106775,-106.551237,,,
Coyote Grill,Local business,6,35.107975,-106.524242,,,
Albuquerque Flowrider,Sports/recreation/activities,6,35.108491,-106.603655,,,
SE-OC Right Brain Gallery,Museum/art gallery,6,35.108811,-106.609864,,,
Abq Podiatry,Local business,6,35.108849,-106.558432,,,
Cindy Maxwell - State Farm Agent,Professional services,6,35.108993,-106.552668,,,
San Mateo US Army Recruiting Center,Community/government,6,35.10936,-106.584953,,,
Pepe le Paws,Pet services,6,35.109514,-106.562029,,,
Steel Hungry Pizza Truck,Food/grocery,6,35.1107,-106.61,,,
Speedy MVD Services LLC,Automotive,6,35.1107,-106.61,,,
New Mexico Wedding Guide,Event planning/event services,6,35.1107,-106.61,,,
FAT KATZ,Non-profit organization,6,35.1107,-106.61,,,
Spatha,Sports/recreation/activities,6,35.1107,-106.61,,,
Albuquerque Bankruptcy Law,Lawyer,6,35.110878,-106.673454,,,
Hi-Tech Ignition Interlock,Automotive,6,35.113281,-106.608655,,,
Duke City Custom Connection,Automotive,6,35.113701,-106.645771,,,
Guitar Associates of Albuquerque,Education,6,35.114845,-106.551287,,,
Element 26,Church/religious organization,6,35.11518,-106.498234,,,
Blossom Waxing & Beauty Bar,Spas/beauty/personal care,6,35.116549,-106.539171,,,
Mavericks Auto and Custom Welding,Automotive,6,35.116729,-106.632027,,,
new York nail,Local business,6,35.1170153,-106.5168045,,,
Caremore Chiropractic Center,Local business,6,35.117055,-106.701098,,,
Chevron Albuquerque,Local business,6,35.117062,-106.63365,,,
Bel Air ES 228 Dnhs Cluster Elementary School,Local business,6,35.117593,-106.59183,,,
Adoughbe Pizza,Food/beverages,6,35.11784993,-106.6139295,,,
Creative Hair Design by Phyl,Local business,6,35.118297,-106.586674,,,
Folkner Computing Industries,Local business,6,35.119185,-106.71757,,,
Nayzz Hair Salon,Spas/beauty/personal care,6,35.119745,-106.700742,,,
Westside Christian Fellowship Church,Local business,6,35.121704,-106.703708,,,
Estes Express Lines,Local business,6,35.121975,-106.618439,,,
Aps Food Service,Local business,6,35.122244,-106.628296,,,
Eubank YSA Activities,Church/religious organization,6,35.127565,-106.534049,,,
Kingdom Hall of Jehovahs Witnesses,Local business,6,35.127625,-106.644913,,,
Aardvark Audiobooks,Book store,6,35.129344,-106.547039,,,
Holly Asphalt,Local business,6,35.130429,-106.633559,,,
Del Norte Conference Center,Local business,6,35.130502,-106.578082,,,
Monte Vista Christian Church,Local business,6,35.1306009,-106.5872469,,,
Banker Insulation,Local business,6,35.131071,-106.625391,,,
Extra Space Storage,Local business,6,35.131615,-106.530915,,,
Out Patient Radiology/Lovelace,Local business,6,35.133078,-106.592083,,,
Hugo's Tv Repair,Local business,6,35.134983,-106.637626,,,
3 Beez Mobile Photoz LLC,Arts/entertainment/nightlife,6,35.13799,-106.706995,,,
Passion Preschool,School,6,35.142767,-106.531113,,,
Tall el Hammam,Organization,6,35.145114,-106.529243,,,
Boston Market,Local business,6,35.145473,-106.552811,,,
The Templeton Team,Real estate,6,35.14576,-106.570162,,,
Dellios Team,Real estate,6,35.14576,-106.570162,,,
Advanced American Insurance,Local business,6,35.145941,-106.641618,,,
National Council for Marketing & Public Relations (NCMPR),Non-profit organization,6,35.147506,-106.55529,,,
Cress Insurance Consultants,Local business,6,35.147749,-106.548022,,,
Sherwin Williams Paint,Local business,6,35.14786856,-106.5574944,,,
Cooperative Educational Services,Local business,6,35.148679,-106.597885,,,
Sassy N Cute Boutique,Shopping/retail,6,35.153154,-106.681772,,,
Coldwell Banker Legacy,Real estate,6,35.153615,-106.523538,,,
Complete Mobile Detail,Local business,6,35.153905,-106.59917,,,
Manpower Professional,Local business,6,35.155479,-106.595234,,,
Sonrisa Blooms,Local business,6,35.160569,-106.637785,,,
Rising Sun Technologies,Local business,6,35.161251,-106.597976,,,
Amazing Cakes by Jason,Food/grocery,6,35.161442,-106.59526,,,
Sagebrush Autocross,Church/religious organization,6,35.161553,-106.675972,,,
ABQ Fast,Professional services,6,35.162076,-106.636347,,,
SERVPRO of Northwest Albuquerque,Professional services,6,35.162625,-106.602375,,,
Snap Precision Machining and Fabrication LLC,Automotive,6,35.162626,-106.601185,,,
Alumenart by Tambrian,Museum/art gallery,6,35.16523,-106.635582,,,
Santa Fe Mixes,Local business,6,35.166016,-106.578924,,,
Bravo Carpet Care,Company,6,35.166525,-106.522665,,,
Cryogenic Transportation,Local business,6,35.16811,-106.581744,,,
La Stunts Training Center,Local business,6,35.170424,-106.6131,,,
Gogel Howard MD,Local business,6,35.170677,-106.588528,,,
Curves,Local business,6,35.173512,-106.497035,,,
Addiction Treatment Center Albuquerque NM,Health/medical/pharmacy,6,35.17376,-106.591442,,,
Hanna Plumbing & Heating,Local business,6,35.173811,-106.617937,,,
Hair By Abby,Spas/beauty/personal care,6,35.174563,-106.562357,,,
T-Mobile Wyoming & 423,Local business,6,35.174758,-106.559035,,,
Smokey's Auto & Motorcycle Sales,Automotive,6,35.176795,-106.578974,,,
The UPS Store 3554,Business services,6,35.177995,-106.688825,,,
Hair by Angela,Spas/beauty/personal care,6,35.180232,-106.674091,,,
DirectBuy,Local business,6,35.1812596,-106.5830206,,,
Langston Guitar & Amp Works,Small business,6,35.182268,-106.612493,,,
Zia Animal Clinic-Equine Center,Local business,6,35.182303,-106.620203,,,
Chevron Albuquerque,Local business,6,35.1839,-106.579378,,,
AVIA Productions Studios,Local business,6,35.1847,-106.6846,,,
Twohig Dentistry,Local business,6,35.18489,-106.561867,,,
Rustic Home,Local business,6,35.186641,-106.618723,,,
Corley's Albuquerque Lincoln Volvo,Automotive,6,35.187768,-106.578979,,,
The Cadillac School of Driving,School,6,35.188418,-106.582868,,,
U S New Mexico Federal Credit Union,Local business,6,35.189403,-106.664703,,,
Aria Salon,Spas/beauty/personal care,6,35.194572,-106.653359,,,
Sephora in JCPenney at Cottonwood Mall,Local business,6,35.196303,-106.658863,,,
Cricket Wireless,Local business,6,35.196303,-106.658863,,,
Off The Wall Press,Local business,6,35.198492,-106.717252,,,
Tranzitions,Local business,6,35.204846,-106.647647,,,
Leslie's Swimming Pool Supplies,Local business,6,35.210063,-106.653784,,,
Leaf Therapeutic,Spas/beauty/personal care,6,35.21717958,-106.6283809,,,
A Center for Function and Creativity,Health/medical/pharmacy,6,35.2301493,-106.6293407,,,
Black Mesa Evolved Martial Arts,Sports/recreation/activities,6,35.233677,-106.651367,,,
Strictly Southwestern - Home Lighting & Furniture,Shopping/retail,5,35.094036,-106.533072,,,
Garcia & Garcia Air Cargo Delivery Service,Local business,5,35.052724,-106.633418,,,
LithExcel Marketing Services Provider,Consulting/business services,5,35.053298,-106.618909,,,
Dungarvin New Mexico,Local business,5,35.05339,-106.623851,,,
Berger Bnggs Real Estate Partners,Local business,5,35.054104,-106.622721,,,
Bernalillo County Government Public Works Division,Local business,5,35.058205,-106.642633,,,
U-Store-It,Local business,5,35.059639,-106.614902,,,
The Ultreia Law Firm LLC,Legal/law,5,35.062498,-106.584962,,,
Tow Diehm Bldg,Local business,5,35.06358,-106.62208,,,
My House is Clean,Professional services,5,35.063952,-106.531296,,,
Reading Works,Non-profit organization,5,35.06423,-106.578278,,,
West States Homes Inc,Local business,5,35.066196,-106.513213,,,
Iglesia De Cristo Miel,Local business,5,35.066475,-106.702024,,,
NM Veterans Integration Centers,Non-profit organization,5,35.068349,-106.502478,,,
Pump N Save,Local business,5,35.06898182,-106.7011728,,,
Chisolm Trail RV,Local business,5,35.069114,-106.512222,,,
B & D Electric,Local business,5,35.069567,-106.5398,,,
Americas Best Value Inn & Suites-American Motor,Local business,5,35.069678,-106.503154,,,
Global Storage,Local business,5,35.072584,-106.722002,,,
Norma's Beauty Expressions,Local business,5,35.072669,-106.581628,,,
Van Rixel Brothers,Local business,5,35.07354295,-106.5155221,,,
Smith's Ultimate Linings,Automotive,5,35.073666,-106.515978,,,
Little Lobos Pet Grooming,Small business,5,35.073716,-106.595651,,,
Turquoise Jewelry Inc,Retail and consumer merchandise,5,35.073722,-106.573296,,,
The University of New Mexico Health Sciences Center,Local business,5,35.073918,-106.563063,,,
Dependable Auto Repair and Collision Center,Automotive,5,35.074462,-106.558902,,,
Santa Clara,Local business,5,35.07510305,-106.6938868,,,
Family Plumbing Heating and Refrigeration,Professional services,5,35.075892,-106.70541,,,
Serendipity Integrated Fitness & Rehab Studio LLC,Local business,5,35.076439,-106.595178,,,
The Carpet Dr.,Home improvement,5,35.07690634,-106.5046984,,,
Tewa Motor Lodge,Local business,5,35.077652,-106.58204,,,
Blackbird Bodyworks,Health/medical/pharmacy,5,35.078011,-106.599548,,,
Desert Oasis Recovery,Health/medical/pharmacy,5,35.078136,-106.513859,,,
Tony's Tacos,Local business,5,35.07819578,-106.5680687,,,
Dirt House,Local business,5,35.078549,-106.599721,,,
Nob Hill Yoga Center,Local business,5,35.078743,-106.597889,,,
Center for Behavioral Health New Mexico Inc,Local business,5,35.079004,-106.591023,,,
West Mesa 4 Water Well,Local business,5,35.07902213,-106.7253514,,,
Judo Club The Judo Self Defense,Local business,5,35.079027,-106.514335,,,
Albuquerque Mobile,Business services,5,35.079042,-106.597172,,,
Streetlife Outreach,Organization,5,35.079154,-106.650761,,,
Nob Hill Business Center,Landmark,5,35.07944444,-106.6052778,,,
Xxpac Fitness and Bodysculpting Studio,Local business,5,35.079455,-106.611156,,,
Old World Antiques and Collectables,Local business,5,35.07946,-106.599035,,,
Translation Services,Local business,5,35.079626,-106.696551,,,
Psitti-Scenes Parrot Shoppe,Local business,5,35.07966,-106.590613,,,
Rt. 66,Local business,5,35.08057332,-106.612229,,,
Capoeira Girassol,University,5,35.0805977,-106.6090079,,,
The Art Salon At Inspire,Museum/art gallery,5,35.080963,-106.652849,,,
Abq Cleaners,Local business,5,35.081346,-106.611542,,,
Flamingo Beauty Salon,Local business,5,35.081364,-106.58661,,,
Center for English Language and American Culture,Education,5,35.081423,-106.626705,,,
SuperSAC at Albuquerque Public Schools,Education,5,35.0816456,-106.4961008,,,
Akka Karate USA,Local business,5,35.08173,-106.612679,,,
VADPR - Von Ahnen Design & PR,Local business,5,35.08305556,-106.6513889,,,
Hermon's Hair Studio,Local business,5,35.083267,-106.650465,,,
FINE-Creations,Restaurant/cafe,5,35.083322,-106.652253,,,
Macedonia Baptist Church,Local business,5,35.0833627,-106.5853702,,,
DXR Creative,Consulting/business services,5,35.083537,-106.657468,,,
Carlisle Gymnasium,Landmark,5,35.08361111,-106.6227778,,,
Planned Parenthood: Surgical Center,Local business,5,35.083815,-106.586616,,,
Gold Ave Bikes,Local business,5,35.08393308,-106.6515654,,,
El Hispano,Local business,5,35.085061,-106.658002,,,
Southwest Glass & Glazing,Local business,5,35.085321,-106.719847,,,
First Church of Christ Scientist,Local business,5,35.085809,-106.610603,,,
Southwest Child Care,Local business,5,35.086499,-106.51772,,,
Gabaldon Kajukembo,Sports/recreation/activities,5,35.086861,-106.559578,,,
Albuquerque International Airport,Local business,5,35.08782466,-106.5142444,,,
Orange Coast Fitness,Local business,5,35.088677,-106.498865,,,
Albuquerque Police Dept-Westside,Local business,5,35.090801,-106.71254,,,
UNM Public Health Program,Health/medical/pharmaceuticals,5,35.091975,-106.618042,,,
New Mexico State Government Health Department,Local business,5,35.092454,-106.618056,,,
Marina's Unique Dry Cleaners,Local business,5,35.092719,-106.667528,,,
Word of Life Restoration Church,Church/religious organization,5,35.093194,-106.577879,,,
DDudley World HQ,Automobiles and parts,5,35.09373643,-106.6464193,,,
Atlantis CDs,Local business,5,35.094949,-106.533155,,,
Events That Wow You,Event planning/event services,5,35.095676,-106.669614,,,
Motel 21,Local business,5,35.095745,-106.676224,,,
Doggie Door Door Company,Pet services,5,35.095962,-106.533202,,,
VIsenhowerphotography,Local business,5,35.096354,-106.668689,,,
Lorinda's Hair & Beauty Supply & Salon,Local business,5,35.096618,-106.533048,,,
YOGA with Jynel,Sports/recreation/activities,5,35.09662401,-106.6716329,,,
Corazon Gifts,Shopping/retail,5,35.096969,-106.670639,,,
Stanford House,Local business,5,35.09719526,-106.6171086,,,
Central Paint and Body,Automotive,5,35.098237,-106.648718,,,
Unicor LLC,Local business,5,35.099383,-106.641836,,,
Ol� NewMexico,Non-profit organization,5,35.100113,-106.648991,,,
Burger King,Local business,5,35.1004625,-106.6149597,,,
Just Keep Drawing art studio,Local business,5,35.100941,-106.541262,,,
On the Go Go Salon,Spas/beauty/personal care,5,35.101176,-106.586066,,,
Ashleys Baptism Communion,Shopping/retail,5,35.101311,-106.586864,,,
Circuit Doctor Studio,Local business,5,35.101561,-106.663215,,,
Ups,Local business,5,35.10260438,-106.6605765,,,
BCBG Max Azrla,Local business,5,35.102863,-106.567064,,,
SCA Design/Build,Professional services,5,35.102863,-106.64995,,,
Security Escrow,Local business,5,35.102996,-106.614218,,,
Grace Covenant Church of God and Christ,Local business,5,35.10495,-106.70336,,,
New Mexico Gang Task Force,Government organization,5,35.1076,-106.5963,,,
Chelsea Street,Local business,5,35.10767909,-106.5699762,,,
Facials and More by Brenda,Spas/beauty/personal care,5,35.10832,-106.507611,,,
Screen Kings,Local business,5,35.108421,-106.593378,,,
Cmc Rebar,Local business,5,35.108704,-106.642898,,,
Diva D'Luxe,Local business,5,35.108797,-106.559312,,,
Quilt Works Albuquerque,Local business,5,35.109083,-106.517467,,,
Thompson Satellite & Security LLC,Local business,5,35.109094,-106.5092,,,
Culligan Water Systems,Local business,5,35.109509,-106.557428,,,
Abe's K & S Service Center,Local business,5,35.10952,-106.560394,,,
Brothers Electro Mechanical,Local business,5,35.11034,-106.557303,,,
Hunting Horse Marketing,Local business,5,35.110578,-106.659108,,,
EC-Council University,University,5,35.1107,-106.61,,,
Manic Munchies,Restaurant/cafe,5,35.1107,-106.61,,,
212abq,Church/religious organization,5,35.1107,-106.61,,,
Cindy Nail & Hair Salon,Local business,5,35.11163,-106.515066,,,
Recon Battery Warehouse,Automotive,5,35.111904,-106.644575,,,
A A A Coin Laundry,Local business,5,35.112119,-106.586697,,,
Carla Medina At Suzannes' Hair Salon,Local business,5,35.113386,-106.51622,,,
A1 Pools Company,Home improvement,5,35.115358,-106.642444,,,
Kaehr Corporation,Local business,5,35.115579,-106.627941,,,
Domino's Pizza,Restaurant/cafe,5,35.115652,-106.505829,,,
O s h a M a s s a g e,Spas/beauty/personal care,5,35.116019,-106.517816,,,
Custom Chiropractic,Health/medical/pharmacy,5,35.116761,-106.530921,,,
Mister Car Wash NM Coors,Local business,5,35.117362,-106.702727,,,
Bear Carpet Inc.,Home improvement,5,35.118506,-106.613026,,,
Cricket Wireless,Local business,5,35.119883,-106.702121,,,
Budget Car Rental - Albuquerque Pan American Freeway,Local business,5,35.120012,-106.625164,,,
NeatLane Records,Record label,5,35.121025,-106.696472,,,
Lifequest USA,Non-profit organization,5,35.121757,-106.632831,,,
Share Your Care,Local business,5,35.122346,-106.645194,,,
Jeremy Stein Photography,Arts/entertainment/nightlife,5,35.125132,-106.532051,,,
Grace Covenant Church of God and Christ,Local business,5,35.126296,-106.706377,,,
Ho Andy Podiatrist,Local business,5,35.127653,-106.532675,,,
Tree of Life Massage,Professional services,5,35.128482,-106.583848,,,
Dr. Benjamin Ham DDS 's Office,Local business,5,35.129898,-106.524939,,,
Bbva Compass Bank,Local business,5,35.13000125,-106.6425293,,,
Dot Clothing Co.,Shopping/retail,5,35.13005,-106.565432,,,
Southwest Center for The Healing Arts,Local business,5,35.130157,-106.56311,,,
University of Albuquerque,University,5,35.13027778,-106.6977778,,,
American Cancer Society Cancer Action Network New Mexico - ACS CAN,Non-profit organization,5,35.131166,-106.523002,,,
Phillips 66,Local business,5,35.131187,-106.531557,,,
Legacy Dental,Health/medical/pharmacy,5,35.131341,-106.534241,,,
Faux Academy,Small business,5,35.131555,-106.634958,,,
Confectious Creations,Local business,5,35.13318,-106.6532,,,
CNM-JMMC Bookstore,Local business,5,35.135354,-106.519577,,,
T VI Bookstore,Local business,5,35.135354,-106.519577,,,
Happy Day's Barber Shop,Health/beauty,5,35.136527,-106.641291,,,
Newmexicokangen,Health/medical/pharmacy,5,35.137927,-106.531651,,,
Albuquerque Homes Realty,Real estate,5,35.13855,-106.70713,,,
Bling It,Shopping/retail,5,35.140174,-106.640536,,,
Stock Building Supply,Local business,5,35.140363,-106.628358,,,
Johns Hopkins Center for American Indian Health,Local business,5,35.140476,-106.552912,,,
Karo James,Local business,5,35.14213,-106.51692,,,
Eastern Hills Christian Academy Middle School,Education,5,35.142767,-106.531113,,,
New Mexico COGIC Music Department,Church/religious organization,5,35.1437828,-106.548593,,,
Joe Brooks Your Albuquerque Realtor,Real estate,5,35.14576,-106.570162,,,
Aaron Thompson - Legacy Mortgage,Local business,5,35.146498,-106.569743,,,
Glazed Hams & More,Restaurant/cafe,5,35.1471431,-106.5272545,,,
Mesa Mental Health Customer SE,Local business,5,35.148186,-106.588296,,,
Jackson Compaction,Local business,5,35.149691,-106.632179,,,
Garcia Cadillac of Albuquerque,Automotive,5,35.149698,-106.587754,,,
Admiral Campershells,Local business,5,35.154547,-106.631168,,,
Albuquerque and Rio Rancho Real Estate by Julie Greenwood,Real estate,5,35.155155,-106.680262,,,
Paw'don Me dog Training,Pet services,5,35.157356,-106.546915,,,
San Antonio Storage,Business services,5,35.159122,-106.575555,,,
Tim Gallegos - State Farm Insurance,Local business,5,35.16028,-106.567842,,,
3D Proven Systems,Retail and consumer merchandise,5,35.161671,-106.602189,,,
Salvation Army,Local business,5,35.16229869,-106.6019954,,,
Filtek,Local business,5,35.162396,-106.594768,,,
American Kenpo Karate,Local business,5,35.163103,-106.593761,,,
Albuquerque Office Systems,Business services,5,35.163265,-106.602406,,,
The College for Behavioral Health Leadership,Non-profit organization,5,35.164097,-106.561785,,,
Food and Water Watch- New Mexico,Non-profit organization,5,35.169257,-106.584036,,,
ABQ Mobile Vet,Pet services,5,35.17011139,-106.6412094,,,
Red River Painting,Professional services,5,35.170922,-106.532042,,,
Cottonwood Classical Alumni Association,School,5,35.170992,-106.591508,,,
Pretty Pum Pum,Spas/beauty/personal care,5,35.172227,-106.576983,,,
Quincea�era Magazine New Mexico,Event planning/event services,5,35.173748,-106.591442,,,
LDS Bookstore,Local business,5,35.174758,-106.559035,,,
IPI International Products Inc.,Company,5,35.174758,-106.559035,,,
St. Peter's Holy Catholic Church-Anglican Rite,Church/religious organization,5,35.175203,-106.52544,,,
Hidden Treasure Salon & Spa,Spas/beauty/personal care,5,35.175802,-106.629916,,,
Angel Wellness Boutique,Shopping/retail,5,35.175802,-106.629916,,,
MDA New Mexico,Non-profit organization,5,35.176612,-106.56855,,,
Team Builders 8,Small business,5,35.177995,-106.688825,,,
iPhone Repairs ABQ,Local business,5,35.177995,-106.688825,,,
New Mexico Institute of Dental Assisting,Health/medical/pharmaceuticals,5,35.177995,-106.688825,,,
Better Statistical Consulting,Professional services,5,35.177995,-106.688825,,,
Cocopotamus by NYDC Chocolate,Company,5,35.178428,-106.598171,,,
Ben & Jerrys,Local business,5,35.184106,-106.663701,,,
Christina - Lorenco's Salon,Spas/beauty/personal care,5,35.185079,-106.592399,,,
KQTM,Radio station,5,35.193,-106.471,,,
Gift Realty NM,Real estate,5,35.19332873,-106.6976283,,,
RadioShack,Local business,5,35.193714,-106.654545,,,
AVON Albuquerque & Rio Rancho,Local business,5,35.213179,-106.698526,,,
Enchanted Creations,Shopping/retail,5,35.235246,-106.670484,,,
Reed Acupuncture Kirsti Reed,Health/medical/pharmacy,4,35.149747,-106.637317,,,
Eleven O2 Promotions,Arts/entertainment/nightlife,4,35.055402,-106.617004,,,
ABQ Cab Company Inc.,Local business,4,35.056567,-106.620489,,,
Academy of Trades and Technology,School,4,35.056956,-106.639381,,,
Accurate Machine and Tool,Local business,4,35.05789,-106.616284,,,
Qsr Burgers,Local business,4,35.057899,-106.63556,,,
South valley metals recycling,Local business,4,35.061029,-106.652578,,,
El Piston Loco,Local business,4,35.061365,-106.66723,,,
Indoor Yardsale,Shopping/retail,4,35.061836,-106.668023,,,
Boss Graphics & Promotions,Small business,4,35.064124,-106.682802,,,
Silvia's Barbershop,Local business,4,35.064763,-106.66777,,,
Fruteria y Carniceria La Bola,Food/grocery,4,35.067346,-106.645908,,,
Daves Ground Mantenance Inc,Local business,4,35.067906,-106.545791,,,
Dollar Tree Stores,Local business,4,35.068045,-106.500446,,,
Lobo Sports Properties,Sports/recreation/activities,4,35.068743,-106.63064,,,
Anda Bufanda,Local business,4,35.06881,-106.4971,,,
Kachina Petroleum Equipment,Local business,4,35.069712,-106.541137,,,
AMP Productions,Professional services,4,35.070447,-106.534943,,,
